Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-11-25 00:00:00-05:00,224.17104586664647,225.24616584409935,223.320733193121,225.14842224121094,115100,0.0,0.0
2022-11-28 00:00:00-05:00,223.18390330046668,225.11910436540597,222.0501431155204,223.73123168945312,504100,0.0,0.0
2022-11-29 00:00:00-05:00,224.03420727533515,226.4092246381496,222.40199056676488,222.86135864257812,386400,0.0,0.0
2022-11-30 00:00:00-05:00,222.63656181763886,226.80996318814238,219.9683284427308,226.7122344970703,526800,0.0,0.0
2022-12-01 00:00:00-05:00,227.7189365399195,227.9828174344698,223.53576667239383,225.67620849609375,343500,0.0,0.0
2022-12-02 00:00:00-05:00,223.9462543364798,236.25141936025142,223.9462543364798,235.2349395751953,808100,0.0,0.0
2022-12-05 00:00:00-05:00,232.41033663785413,232.96744836605168,227.41594244296306,230.50445556640625,386400,0.0,0.0
2022-12-06 00:00:00-05:00,230.98336421981327,231.0322360220677,228.15874704703717,230.3773956298828,432400,0.0,0.0
2022-12-07 00:00:00-05:00,230.34806218796095,233.62227908478607,228.94065270306808,229.0188446044922,440700,0.0,0.0
2022-12-08 00:00:00-05:00,233.00651241215246,233.39747189449065,228.6767424045099,229.9180145263672,288100,0.0,0.0
2022-12-09 00:00:00-05:00,230.12326418909402,232.93811291750166,227.87529554702292,228.08055114746094,189500,0.0,0.0
2022-12-12 00:00:00-05:00,227.85576024607906,230.17213749437752,226.55584787102475,230.1037139892578,241700,0.0,0.0
2022-12-13 00:00:00-05:00,232.54717597754205,232.54717597754205,225.82283601590635,226.7024688720703,409700,0.0,0.0
2022-12-14 00:00:00-05:00,227.13250489356085,230.72925786228765,225.22662386360128,228.10011291503906,283100,0.0,0.0
2022-12-15 00:00:00-05:00,227.6016326050711,228.81358468391824,221.7960145276463,223.34027099609375,490100,0.0,0.0
2022-12-16 00:00:00-05:00,221.63964804370846,227.94372277386447,220.6427199505216,226.037841796875,1081400,0.0,0.0
2022-12-19 00:00:00-05:00,225.71532853089792,228.4128822689603,223.4673596257218,224.37632751464844,251100,0.0,0.0
2022-12-20 00:00:00-05:00,224.6108630345773,227.76778455961048,223.61393495324788,223.62371826171875,220300,0.0,0.0
2022-12-21 00:00:00-05:00,224.3469533463705,225.7543776296766,223.28161673960483,225.19728088378906,163500,0.0,0.0
2022-12-22 00:00:00-05:00,224.2394553280986,224.72814351727746,220.07583732518341,223.8485107421875,185700,0.0,0.0
2022-12-23 00:00:00-05:00,223.8778457406312,225.959662337434,223.5944131340188,224.86500549316406,146800,0.0,0.0
2022-12-27 00:00:00-05:00,224.8258862295398,227.9046158437334,224.8258862295398,226.8392791748047,308800,0.0,0.0
2022-12-28 00:00:00-05:00,226.23331370115466,227.25956189116957,223.92670482915872,224.12217712402344,162500,0.0,0.0
2022-12-29 00:00:00-05:00,224.5131400078376,226.04761320488936,223.1545874047389,225.74462890625,134200,0.0,0.0
2022-12-30 00:00:00-05:00,226.0378450531128,226.1844455482315,222.6170276402595,225.461181640625,145300,0.0,0.0
2023-01-03 00:00:00-05:00,224.48381171501575,225.58825185538274,222.10879414407316,223.1839141845703,212900,0.0,0.0
2023-01-04 00:00:00-05:00,221.93286278306343,224.71837653069178,220.57429529159523,222.99819946289062,624400,0.0,0.0
2023-01-05 00:00:00-05:00,223.00796739628927,223.64327099303637,219.69466205629277,221.81556701660156,359900,0.0,0.0
2023-01-06 00:00:00-05:00,224.66950754784497,227.4159328365307,221.3757538631539,224.90408325195312,348200,0.0,0.0
2023-01-09 00:00:00-05:00,224.30788698137954,224.30788698137954,215.67765145734646,216.54751586914062,531300,0.0,0.0
2023-01-10 00:00:00-05:00,217.57375217253076,220.79909714437906,215.18895146712072,218.90298461914062,452500,0.0,0.0
2023-01-11 00:00:00-05:00,219.44055885560593,222.16743251613468,217.63240650607588,221.89376831054688,411100,0.0,0.0
2023-01-12 00:00:00-05:00,221.90353719308777,225.06047378678932,221.45395238874104,223.3011932373047,286900,0.0,0.0
2023-01-13 00:00:00-05:00,218.82478678594973,220.5938355640198,215.3160093267383,218.02334594726562,368500,0.0,0.0
2023-01-17 00:00:00-05:00,218.87367930661253,221.0629929569811,214.32886997586144,216.53775024414062,282300,0.0,0.0
2023-01-18 00:00:00-05:00,216.5963826773695,216.71366307198244,213.15601360411426,214.3679656982422,352500,0.0,0.0
2023-01-19 00:00:00-05:00,214.0943183392842,215.3649107306448,211.74860586748432,212.78463745117188,265400,0.0,0.0
2023-01-20 00:00:00-05:00,213.69357870389206,215.21828352458286,211.53357026552638,213.16580200195312,356600,0.0,0.0
2023-01-23 00:00:00-05:00,214.21158346719045,216.00018406605486,212.86279926493003,213.00941467285156,384300,0.0,0.0
2023-01-24 00:00:00-05:00,212.58914511749992,215.35512224562663,208.98263856397017,215.16941833496094,373700,0.0,0.0
2023-01-25 00:00:00-05:00,214.338658344679,214.338658344679,206.94969477309348,211.953857421875,475000,0.0,0.0
2023-01-26 00:00:00-05:00,212.7748377816375,215.74607036807768,211.50424548797216,212.6184539794922,358900,0.0,0.0
2023-01-27 00:00:00-05:00,213.54697686078345,215.45285787463104,211.65086424213186,213.2830810546875,244100,0.0,0.0
2023-01-30 00:00:00-05:00,214.40707144518979,215.47242313178,210.89829349725346,211.76815795898438,292800,0.0,0.0
2023-01-31 00:00:00-05:00,212.3936613160285,215.79492698369233,211.69973242945494,215.5505828857422,260600,0.0,0.0
2023-02-01 00:00:00-05:00,214.47549022893057,215.3551230670822,212.3448018162982,213.419921875,344300,0.0,0.0
2023-02-02 00:00:00-05:00,212.16888550386744,214.61232667433728,209.62770072114625,212.78463745117188,521500,0.0,0.0
2023-02-03 00:00:00-05:00,213.41013977538364,214.0943002626331,210.3704986194223,212.0613555908203,362400,0.0,0.0
2023-02-06 00:00:00-05:00,212.6184613829856,217.1925908167385,212.6184613829856,216.98733520507812,564400,0.0,0.0
2023-02-07 00:00:00-05:00,216.61593896430514,221.13141321540772,213.9379222265312,220.21267700195312,446500,0.0,0.0
2023-02-08 00:00:00-05:00,218.44361654263687,221.3659772290311,218.03312026091115,220.59384155273438,377700,0.0,0.0
2023-02-09 00:00:00-05:00,216.000191245338,218.03313601139442,207.14516316688304,215.46263122558594,1109000,0.0,0.0
2023-02-10 00:00:00-05:00,216.23476309071657,218.1015407061725,214.8859788677465,216.32272338867188,492700,0.0,0.0
2023-02-13 00:00:00-05:00,216.90913170468443,218.63909206391344,212.29592893604033,213.98678588867188,509900,0.0,0.0
2023-02-14 00:00:00-05:00,214.0552049876919,214.61231670720443,211.16217912782054,211.29901123046875,450400,0.0,0.0
2023-02-15 00:00:00-05:00,210.2238987772072,214.36798032811987,209.51041813865214,213.4687957763672,541200,0.0,0.0
